age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score) 
25, Private,108414, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.09
30, Private,279923, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,no,0.17
27, Private,247507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.06
55, Private,116219, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States,no,0.41
42, State-gov,218948, Doctorate,16, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,36, Jamaica,no,0.2
38, Federal-gov,318912, Assoc-voc,11, Divorced, Adm-clerical, Own-child, Black, Male,0,0,52, United-States,no,0.09
26, Private,195693, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,no,0.05
26, Private,313473, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,no,0.19
58, Private,187485, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States,no,0.12
47, Private,280030, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,no,0.23
51, Private,358740, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,no,0.17
66, Private,197414, 7th-8th,4, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,20, United-States,no,0.3
30, State-gov,185590, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,no,0.22
55, Private,127728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,no,0.16
46, Self-emp-not-inc,149337, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,no,0.09
44, Self-emp-not-inc,190290, Some-college,10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,80, France,no,0.26
33, Private,454717, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,no,0.36
44, Private,54271, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.39
41, Private,79864, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.13
19, Private,205953, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, United-States,no,0.06
53, Private,203967, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,no,0.08
39, Local-gov,170263, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States,no,0.15
24, Private,196674, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.13
33, Private,184245, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Columbia,no,0.2
25, Private,225135, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,no,0.1
58, Private,152731, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.38
24, Private,311311, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,no,0.18
44, Private,324311, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, Mexico,no,0.2
27, Private,116372, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.39
50, Private,114564, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States,no,0.18
29, Private,130010, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.46
24, Private,200089, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala,no,0.08
43, Local-gov,23157, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,no,0.42
44, Private,117936, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,no,0.23
39, Private,123417, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,no,0.43
57, Private,161642, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.35
30, Private,241844, HS-grad,9, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,no,0.23
19, Private,202951, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,no,0.11
42, Private,13769, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,no,0.3
63, Private,114424, Some-college,10, Separated, Machine-op-inspct, Other-relative, Black, Female,0,0,37, United-States,no,0.37
19, Private,298435, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,2001,40, Cuba,no,0.3
41, Federal-gov,33487, Some-college,10, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,38, United-States,no,0.05
50, Local-gov,68898, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,no,0.4
43, Private,580591, 1st-4th,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,28, Mexico,no,0.42
59, Private,108929, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,no,0.46
57, Private,161662, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,4650,0,40, United-States,no,0.35
21, Private,177940, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,no,0.15
53, Federal-gov,172898, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,no,0.31
50, Self-emp-inc,209642, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,55, United-States,yes,0.65
63, Private,210350, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,32, Mexico,no,0.18
42, Self-emp-not-inc,103759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,no,0.07
69, Private,150600, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,no,0.07
54, Private,226497, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.32
41, Local-gov,139160, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,no,0.15
54, Private,339518, Assoc-acdm,12, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,yes,0.56
56, Private,329948, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.18
34, Local-gov,198953, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,no,0.11
23, Private,114939, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,no,0.07
28, Private,105817, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,no,0.27
19, Private,134252, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,no,0.01
36, Private,362067, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,no,0.26
47, Local-gov,55237, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States,no,0.11
31, State-gov,203572, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,no,0.01
19, Private,276937, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,no,0.1
29, Private,178610, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States,no,0.13
29, Private,183523, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,yes,0.53
24, Private,295073, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States,no,0.13
20, Private,510643, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,no,0.13
51, Private,207419, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,no,0.22
62, Private,499971, 11th,7, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States,no,0.31
44, Self-emp-not-inc,136986, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,no,0.03
49, Private,102096, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, United-States,no,0.13
37, Private,149347, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.21
39, Private,245665, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,no,0.43
32, Private,418617, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, El-Salvador,no,0.25
31, Private,176025, HS-grad,9, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,no,0.09
25, Private,109419, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,45, United-States,yes,0.59
59, Self-emp-not-inc,381965, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1740,80, United-States,no,0.15
64, State-gov,186376, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States,no,0.16
49, Private,47403, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.32
60, Private,338833, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States,no,0.2
26, Private,96645, Doctorate,16, Never-married, Craft-repair, Other-relative, Black, Male,0,0,20, United-States,no,0.27
30, Private,172830, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,3325,0,40, United-States,no,0.21
39, Private,236648, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,42, United-States,no,0.46
40, Private,309990, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,no,0.36
69, Local-gov,216269, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,no,0.25
27, Private,221561, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States,no,0.12
54, State-gov,88528, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,37, United-States,no,0.23
37, Private,188571, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.14
40, Self-emp-not-inc,173651, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,no,0.04
21, Private,227220, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,33, United-States,no,0.05
41, Private,175883, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,no,0.18
46, Private,273796, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,no,0.32
56, Private,208640, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,yes,0.6
35, Private,433682, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,no,0.32
47, Private,125892, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,no,0.24
53, Private,117674, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,yes,0.76
39, Self-emp-not-inc,192626, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,no,0.03
46, Private,212944, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,no,0.21
33, Local-gov,163867, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States,no,0.07
46, Self-emp-not-inc,366089, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,no,0.08
28, Private,335542, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1628,50, United-States,no,0.22
35, Private,107302, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.42
23, Federal-gov,102684, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,no,0.09
24, Self-emp-not-inc,49154, 11th,7, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.01
43, Private,437318, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,yes,0.51
41, Private,694105, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,no,0.13
43, Self-emp-inc,198871, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,88, United-States,no,0.33
44, Private,96129, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,yes,0.62
24, Private,195770, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,no,0.22
52, Private,142757, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,56, United-States,no,0.24
18, Private,85508, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,no,0.12
29, Federal-gov,157313, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,no,0.05
63, Self-emp-not-inc,261995, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.13
47, Self-emp-not-inc,326292, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,no,0.16
59, Private,184553, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,no,0.23
29, Private,255364, Some-college,10, Divorced, Other-service, Own-child, White, Male,594,0,24, United-States,no,0.2
29, Self-emp-not-inc,37429, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,no,0.01
41, Private,150011, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,no,0.33
33, Private,100294, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,no,0.16
58, Private,129786, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.26
61, Private,353031, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,no,0.29
19, Private,143608, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,no,0.05
50, Private,240374, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,yes,0.59
69, Self-emp-inc,264722, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.25
46, Private,110171, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy,no,0.13
32, Federal-gov,72630, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,55, United-States,yes,0.66
33, Private,236304, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States,yes,0.55
49, Private,196360, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States,no,0.48
31, Private,198452, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,18, United-States,no,0.18
42, Private,806552, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.49
59, Private,147098, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.13
41, Self-emp-not-inc,49156, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,no,0.1
35, Federal-gov,207973, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Canada,no,0.33
37, Private,184117, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.29
51, State-gov,128260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,no,0.16
48, Private,99127, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.17
33, Self-emp-not-inc,398874, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,no,0.04
59, Private,75541, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,no,0.2
53, Private,228752, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,no,0.41
35, Local-gov,33943, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States,no,0.12
23, Private,197997, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,no,0.01
36, Private,181146, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India,no,0.44
46, Private,207733, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico,no,0.29
55, Private,236731, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic,no,0.26
63, Private,355459, 12th,8, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, United-States,no,0.29
37, State-gov,211286, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,no,0.22
35, Private,170195, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,no,0.16
36, Private,167691, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,no,0.37
57, Self-emp-not-inc,258121, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.15
29, Federal-gov,204796, 10th,6, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.11
24, Private,112009, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,no,0.06
32, Private,87310, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,no,0.44
40, Private,284086, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,no,0.38
33, Self-emp-inc,134737, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2829,0,70, United-States,no,0.17
25, Private,306908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.12
27, Private,81648, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.27
51, Self-emp-not-inc,22154, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,no,0.04
54, Private,146834, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.16
37, Private,219137, 7th-8th,4, Divorced, Sales, Unmarried, White, Female,0,0,44, United-States,no,0.23
55, Private,217241, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.42
43, Federal-gov,79529, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,no,0.06
39, Local-gov,187385, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States,no,0.1
23, Private,215616, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States,no,0.03
56, Private,192845, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States,no,0.46
23, Private,255685, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, United-States,no,0.17
38, Private,110167, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,yes,0.55
26, Private,250261, 1st-4th,2, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, Mexico,no,0.23
32, Private,182274, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,37, United-States,no,0.11
36, Private,239409, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,no,0.27
63, Private,130968, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,no,0.19
44, Private,184527, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,4934,0,45, United-States,yes,0.56
49, Self-emp-inc,211020, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,yes,0.75
60, Local-gov,195409, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,52, United-States,yes,0.77
36, Private,218188, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,32, United-States,no,0.17
22, Private,124971, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,no,0.26
38, Private,220694, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,yes,0.56
42, Private,163322, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,no,0.11
22, Private,59184, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States,no,0.09
55, Private,120910, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.12
30, Private,352105, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,no,0.31
27, Private,309463, 9th,5, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States,no,0.14
30, Private,332975, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States,no,0.24
43, Local-gov,317185, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States,no,0.09
43, Private,102606, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,no,0.13
23, Self-emp-inc,295254, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.04
47, State-gov,210557, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,no,0.05
61, Private,136109, 11th,7, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,no,0.12
38, Local-gov,94529, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,3103,0,50, United-States,no,0.11
48, Private,159577, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.19
40, Private,98466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.1
29, Local-gov,152461, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,no,0.1
36, State-gov,25806, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China,no,0.32
36, Private,172425, HS-grad,9, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,no,0.18
35, State-gov,308945, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,no,0.11
27, Private,294931, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Germany,no,0.16
50, State-gov,392668, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.25
23, Local-gov,117789, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,no,0.12
24, Private,124751, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,no,0.03
30, Private,113433, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,no,0.21
28, Local-gov,169069, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,no,0.05
37, Self-emp-inc,329980, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States,yes,0.62
18, Private,162084, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,no,0.01
18, Private,299347, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,no,0.06
55, Private,178353, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Male,10520,0,60, United-States,yes,0.73
31, Private,173473, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States,no,0.43
49, Private,139571, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States,no,0.1
33, Private,192644, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,90, United-States,yes,0.62
55, Federal-gov,154274, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,40, United-States,yes,0.74
22, Private,186383, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States,no,0.04
20, Private,258509, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States,no,0.07
36, Private,224541, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador,no,0.27
21, Private,224632, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States,no,0.23
35, Private,151322, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.18
43, Private,180138, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.19
37, Local-gov,116736, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.08
38, State-gov,200904, 10th,6, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,no,0.1
34, Private,421200, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,no,0.16
47, Private,202117, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States,no,0.14
23, Private,256356, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.06
31, Private,127651, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,38, United-States,yes,0.56
38, Private,452353, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,no,0.22
17, Private,266497, 9th,5, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,no,0.1
50, Private,146015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.14
52, Private,228516, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,no,0.3
32, Local-gov,318647, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,36, United-States,no,0.06
27, Self-emp-not-inc,32280, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States,no,0.05
25, State-gov,230200, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,no,0.08
47, Local-gov,274657, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,3908,0,40, United-States,no,0.1
45, Self-emp-not-inc,32948, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,no,0.18
58, Local-gov,100054, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.23
41, Private,470486, 1st-4th,2, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,1719,40, Mexico,no,0.43
41, Private,122033, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,99, United-States,no,0.28
40, Private,132222, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,no,0.05
31, Private,373903, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.33
19, Private,286419, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,no,0.15
